sub_region_2,date,retail_and_recreation_percent_change_from_baseline,grocery_and_pharmacy_percent_change_from_baseline,parks_percent_change_from_baseline,transit_stations_percent_change_from_baseline,workplaces_percent_change_from_baseline,residential_percent_change_from_baseline
Washington County,2020-05-30,-1.0,-3.0,Nan,Nan,-5.0,6.0
Washington County,2020-05-31,13.0,-1.0,Nan,Nan,-6.0,4.0
Washington County,2020-06-01,1.0,-1.0,Nan,12.0,-33.0,12.0
Washington County,2020-06-02,-3.0,-2.0,Nan,13.0,-34.0,13.0
Washington County,2020-06-03,-7.0,-2.0,Nan,3.0,-35.0,13.0
Washington County,2020-06-04,8.0,5.0,Nan,31.0,-36.0,12.0
Washington County,2020-06-05,-3.0,1.0,Nan,7.0,-35.0,15.0
Washington County,2020-06-06,5.0,4.0,Nan,Nan,-5.0,6.0
Washington County,2020-06-07,16.0,3.0,Nan,Nan,-6.0,4.0
Washington County,2020-06-08,11.0,1.0,Nan,27.0,-32.0,10.0
Washington County,2020-06-09,10.0,8.0,Nan,Nan,-35.0,12.0
Washington County,2020-06-10,4.0,3.0,Nan,Nan,-35.0,11.0
Washington County,2020-06-11,-9.0,-8.0,84.0,-2.0,-36.0,14.0
Washington County,2020-06-12,12.0,8.0,Nan,54.0,-32.0,11.0
Washington County,2020-06-13,26.0,10.0,Nan,Nan,-4.0,3.0
Washington County,2020-06-14,29.0,5.0,354.0,Nan,-3.0,2.0
Washington County,2020-06-15,10.0,5.0,Nan,Nan,-32.0,10.0
Washington County,2020-06-16,12.0,5.0,Nan,Nan,-34.0,11.0
Washington County,2020-06-17,12.0,7.0,Nan,Nan,-34.0,10.0
Washington County,2020-06-18,17.0,9.0,Nan,Nan,-33.0,10.0
Washington County,2020-06-19,23.0,15.0,Nan,Nan,-34.0,10.0
Washington County,2020-06-20,39.0,24.0,Nan,Nan,-1.0,1.0
Washington County,2020-06-21,39.0,18.0,Nan,Nan,-4.0,0.0
Washington County,2020-06-22,19.0,6.0,Nan,Nan,-34.0,9.0
Washington County,2020-06-23,20.0,11.0,Nan,Nan,-35.0,10.0
Washington County,2020-06-24,13.0,7.0,Nan,Nan,-33.0,10.0
Washington County,2020-06-25,23.0,12.0,Nan,Nan,-33.0,9.0
Washington County,2020-06-26,22.0,15.0,Nan,Nan,-33.0,10.0
Washington County,2020-06-27,14.0,5.0,Nan,Nan,0.0,4.0
Washington County,2020-06-28,29.0,11.0,Nan,Nan,7.0,1.0
Washington County,2020-06-29,16.0,7.0,Nan,Nan,-33.0,10.0
Washington County,2020-06-30,16.0,12.0,Nan,Nan,-33.0,10.0
Washington County,2020-07-01,16.0,12.0,Nan,Nan,-33.0,10.0
Washington County,2020-07-02,43.0,31.0,Nan,Nan,-34.0,7.0
Washington County,2020-07-03,36.0,41.0,Nan,Nan,-52.0,15.0
Washington County,2020-07-04,17.0,13.0,Nan,Nan,-15.0,2.0
Washington County,2020-07-05,41.0,13.0,Nan,Nan,-2.0,0.0
Washington County,2020-07-06,43.0,18.0,Nan,Nan,-40.0,9.0
Washington County,2020-07-07,28.0,20.0,Nan,Nan,-35.0,10.0
Washington County,2020-07-08,21.0,16.0,Nan,Nan,-34.0,9.0
Washington County,2020-07-09,30.0,19.0,Nan,Nan,-34.0,9.0
Washington County,2020-07-10,11.0,12.0,Nan,55.0,-33.0,12.0
Washington County,2020-07-11,23.0,12.0,Nan,Nan,3.0,4.0
Washington County,2020-07-12,55.0,24.0,Nan,Nan,3.0,0.0
Washington County,2020-07-13,30.0,15.0,Nan,Nan,-32.0,8.0
Washington County,2020-07-14,21.0,17.0,Nan,Nan,-33.0,9.0
Washington County,2020-07-15,26.0,15.0,Nan,Nan,-31.0,9.0
Washington County,2020-07-16,30.0,19.0,Nan,Nan,-33.0,8.0
Washington County,2020-07-17,17.0,16.0,Nan,Nan,-32.0,11.0
Washington County,2020-07-18,37.0,21.0,Nan,Nan,5.0,1.0
Washington County,2020-07-19,46.0,19.0,Nan,Nan,5.0,0.0
Washington County,2020-07-20,32.0,19.0,Nan,Nan,-33.0,9.0
Washington County,2020-07-21,33.0,18.0,Nan,Nan,-33.0,9.0
Washington County,2020-07-22,21.0,16.0,Nan,Nan,-32.0,10.0
Washington County,2020-07-23,23.0,17.0,Nan,Nan,-32.0,9.0
Washington County,2020-07-24,23.0,17.0,Nan,Nan,-31.0,10.0
Washington County,2020-07-25,35.0,20.0,Nan,Nan,4.0,1.0
Washington County,2020-07-26,43.0,15.0,Nan,Nan,7.0,0.0
Washington County,2020-07-27,39.0,18.0,Nan,Nan,-33.0,8.0
Washington County,2020-07-28,26.0,17.0,Nan,Nan,-31.0,10.0
Washington County,2020-07-29,28.0,18.0,Nan,Nan,-31.0,8.0
Washington County,2020-07-30,23.0,14.0,Nan,Nan,-33.0,9.0
Washington County,2020-07-31,24.0,16.0,Nan,Nan,-32.0,10.0
Washington County,2020-08-01,40.0,19.0,Nan,Nan,7.0,0.0
Washington County,2020-08-02,30.0,11.0,Nan,Nan,7.0,1.0
Washington County,2020-08-03,37.0,17.0,Nan,Nan,-30.0,7.0
Washington County,2020-08-04,13.0,11.0,Nan,Nan,-34.0,11.0
Washington County,2020-08-05,26.0,13.0,Nan,Nan,-32.0,7.0
Washington County,2020-08-06,26.0,15.0,Nan,Nan,-31.0,7.0
Washington County,2020-08-07,16.0,11.0,Nan,Nan,-32.0,10.0
Washington County,2020-08-08,24.0,12.0,Nan,Nan,4.0,1.0
Washington County,2020-08-09,36.0,13.0,Nan,Nan,7.0,0.0
Washington County,2020-08-10,32.0,11.0,Nan,Nan,-43.0,10.0
Washington County,2020-08-11,26.0,16.0,Nan,Nan,-31.0,8.0
Washington County,2020-08-12,17.0,9.0,Nan,Nan,-31.0,9.0
Washington County,2020-08-13,20.0,13.0,Nan,Nan,-32.0,9.0
